incident_id,sentinel_static_severity_code,iam_recent_role_elevation,iam_scope_level_code,mfa_bypassed,unusual_geo_ip,storage_public_access_enabled,storage_sas_unrestricted,exfiltrated_data_mb,nsg_unrestricted_inbound_any,imds_token_accessed,keyvault_secret_accessed,contains_sensitive_pii_flag,custom_role_wildcard_perm,dynamic_ml_risk_score,dynamic_risk_label
INC-SIM-1301,2,0,0,1,0,0,0,16.13,0,0,0,1,0,42.6,Medium
INC-SIM-1302,2,0,2,0,0,0,0,3.41,0,0,0,0,0,33.6,Low
INC-SIM-1303,1,0,0,0,0,0,0,37.63,0,0,0,1,0,22.7,Low
INC-SIM-1304,2,0,3,0,0,1,0,193.52,1,1,0,0,0,89.9,Critical
INC-SIM-1305,3,1,0,1,0,0,1,106.91,0,0,1,0,1,99.9,Critical
INC-SIM-1306,1,1,2,1,0,0,0,606.58,1,0,0,1,0,76.0,High
INC-SIM-1307,1,0,0,0,0,0,0,27.9,0,0,0,0,0,9.6,Low
INC-SIM-1308,2,0,1,0,0,0,0,37.8,0,0,0,1,0,42.7,Medium
INC-SIM-1309,3,0,2,0,0,0,0,21.88,0,0,0,1,0,56.9,Medium
INC-SIM-1310,1,1,1,1,0,0,1,792.41,0,0,0,1,0,74.6,High
INC-SIM-1311,2,0,0,0,0,1,0,689.75,1,0,0,0,0,59.4,Medium
INC-SIM-1312,1,1,0,0,1,1,1,1346.85,1,0,0,0,0,92.4,Critical
INC-SIM-1313,1,1,1,0,0,0,0,483.16,1,0,0,1,0,56.0,Medium
INC-SIM-1314,1,0,1,0,0,0,0,36.99,0,0,0,1,0,26.7,Low
INC-SIM-1315,2,1,1,0,0,0,0,466.5,1,1,0,0,0,77.4,High
INC-SIM-1316,1,0,1,0,0,0,0,29.5,1,0,0,0,1,54.6,Medium
INC-SIM-1317,2,1,0,0,1,0,0,312.47,0,0,0,0,0,51.7,Medium
INC-SIM-1318,2,0,1,0,0,1,0,1716.89,0,0,0,0,0,61.5,Medium
INC-SIM-1319,1,0,0,0,0,0,0,45.39,0,0,0,0,0,19.2,Low
INC-SIM-1320,1,1,1,1,1,0,0,95.49,0,0,0,1,0,63.0,Medium
INC-SIM-1321,2,0,3,0,0,1,0,329.0,0,0,0,0,0,63.8,Medium
INC-SIM-1322,2,0,0,0,1,0,0,11.52,1,0,0,0,0,45.0,Medium
INC-SIM-1323,1,0,2,0,0,0,0,8.06,0,0,0,0,0,25.9,Low
INC-SIM-1324,1,1,1,0,0,0,0,166.66,0,0,0,1,0,44.3,Medium
INC-SIM-1325,1,1,1,1,1,0,0,153.62,0,0,0,0,0,51.8,Medium
INC-SIM-1326,1,0,2,0,0,0,0,4.81,0,0,0,1,0,36.5,Low
INC-SIM-1327,2,0,0,0,0,0,0,41.38,1,0,0,1,0,45.9,Medium
INC-SIM-1328,2,0,2,1,0,0,0,37.07,1,0,0,0,0,58.9,Medium
INC-SIM-1329,2,0,2,0,1,0,0,9.45,0,0,0,1,0,54.3,Medium
INC-SIM-1330,2,1,0,0,0,0,0,965.43,0,0,0,0,0,47.9,Medium
INC-SIM-1331,2,0,2,0,0,0,0,12.69,0,0,0,0,0,35.7,Low
INC-SIM-1332,2,1,1,0,0,0,0,206.58,0,0,0,1,0,51.2,Medium
INC-SIM-1333,3,0,0,0,1,0,0,3.2,0,0,0,0,0,38.6,Low
INC-SIM-1334,2,0,2,0,1,1,0,288.99,0,0,0,1,0,79.7,High
INC-SIM-1335,1,0,1,0,0,0,0,1.8,0,0,0,0,0,22.4,Low
INC-SIM-1336,1,0,1,0,1,0,0,4.51,0,0,0,1,0,36.0,Low
INC-SIM-1337,1,1,0,0,0,1,0,151.3,0,0,0,0,0,49.8,Medium
INC-SIM-1338,3,1,2,0,1,1,0,734.77,1,1,0,0,0,99.9,Critical
INC-SIM-1339,1,0,0,0,1,0,0,11.5,0,0,0,1,0,34.8,Low
INC-SIM-1340,1,0,1,1,0,1,0,218.12,1,0,0,1,0,70.5,High
INC-SIM-1341,3,0,0,1,1,0,0,10.14,0,0,0,1,0,68.5,High
INC-SIM-1342,2,1,1,1,0,0,0,484.67,0,0,1,1,0,90.3,Critical
INC-SIM-1343,2,1,3,0,0,0,0,802.9,0,0,0,0,0,63.4,Medium
INC-SIM-1344,3,1,1,0,0,0,0,196.84,0,0,0,0,0,56.5,Medium
INC-SIM-1345,2,1,0,0,0,0,0,963.19,0,0,0,0,0,47.8,Medium
INC-SIM-1346,1,0,1,0,0,1,0,819.09,0,0,0,0,1,70.3,High
INC-SIM-1347,3,0,2,1,0,0,0,28.39,0,0,0,1,0,69.4,High
INC-SIM-1348,2,0,0,0,0,1,0,10.02,0,0,0,1,1,74.5,High
INC-SIM-1349,1,0,1,0,1,0,0,33.66,0,0,0,1,0,34.8,Low
INC-SIM-1350,2,0,0,1,0,0,0,28.58,1,0,0,0,0,47.7,Medium
INC-SIM-1351,1,0,0,0,0,0,0,43.14,0,0,0,0,1,36.1,Low
INC-SIM-1352,1,1,1,1,1,0,0,54.35,0,0,1,0,0,69.4,High
INC-SIM-1353,1,1,0,0,0,0,1,185.08,0,0,0,1,0,53.2,Medium
INC-SIM-1354,2,1,0,0,1,0,0,294.25,1,0,0,0,0,60.4,Medium
INC-SIM-1355,2,0,1,0,0,0,0,26.98,1,0,0,0,0,42.3,Medium
INC-SIM-1356,3,1,0,0,0,1,1,324.15,0,0,0,0,0,86.3,Critical
INC-SIM-1357,1,0,1,0,0,0,0,36.86,0,0,0,0,0,16.7,Low
INC-SIM-1358,2,1,2,0,0,0,0,266.28,1,0,0,1,0,75.5,High
INC-SIM-1359,1,1,0,0,0,0,0,53.94,0,0,0,1,0,38.2,Low
INC-SIM-1360,1,0,2,1,0,0,0,16.51,1,1,0,1,0,74.5,High
INC-SIM-1361,2,0,2,1,1,0,0,38.41,0,0,0,1,0,64.3,Medium
INC-SIM-1362,2,1,1,1,0,0,0,195.09,0,0,0,1,0,65.3,High
INC-SIM-1363,1,1,0,1,1,0,0,501.07,0,0,0,0,0,49.1,Medium
INC-SIM-1364,1,1,1,0,0,0,0,47.93,0,0,1,1,0,60.2,Medium
INC-SIM-1365,1,1,2,1,0,0,1,776.91,1,0,0,0,0,81.9,High
INC-SIM-1366,3,0,1,0,1,0,0,9.33,0,0,0,1,0,61.1,Medium
INC-SIM-1367,3,1,1,0,0,0,0,228.73,0,0,0,0,0,63.2,Medium
INC-SIM-1368,2,0,2,0,0,0,0,26.2,0,0,0,0,0,36.8,Low
INC-SIM-1369,1,1,0,0,0,1,0,1033.73,0,0,0,0,0,56.2,Medium
INC-SIM-1370,2,1,0,0,0,0,1,117.06,0,0,1,0,0,69.0,High
INC-SIM-1371,1,0,3,0,0,0,0,41.18,0,0,0,0,0,28.4,Low
INC-SIM-1372,3,0,2,0,0,0,0,12.44,0,0,0,0,0,53.8,Medium
INC-SIM-1373,2,0,1,0,0,0,0,44.14,0,0,0,0,0,29.7,Low
INC-SIM-1374,3,0,0,0,1,0,0,18.59,1,0,0,1,0,67.4,High
INC-SIM-1375,2,0,2,1,0,1,0,252.99,0,0,0,1,0,68.7,High
INC-SIM-1376,1,0,0,1,0,1,0,161.45,0,0,0,0,1,65.7,High
INC-SIM-1377,1,0,0,0,0,0,0,11.65,1,0,0,0,0,23.7,Low
INC-SIM-1378,2,0,2,0,0,1,0,178.62,0,0,0,0,0,51.8,Medium
INC-SIM-1379,1,1,0,1,0,1,1,128.56,0,0,0,0,0,68.7,High
INC-SIM-1380,1,0,0,0,0,0,0,36.58,0,0,0,0,0,13.8,Low
INC-SIM-1381,2,0,0,0,0,0,0,28.57,0,0,0,0,0,20.0,Low
INC-SIM-1382,1,0,1,0,1,0,0,30.8,0,0,0,0,0,26.3,Low
INC-SIM-1383,2,0,3,0,1,0,0,17.42,0,0,0,0,0,47.7,Medium
INC-SIM-1384,2,1,1,0,0,1,0,234.06,1,1,0,0,1,99.9,Critical
INC-SIM-1385,3,1,2,0,1,0,0,11.51,0,0,0,0,0,70.0,High
INC-SIM-1386,2,0,1,0,0,0,0,2.17,0,0,0,0,0,32.9,Low
INC-SIM-1387,2,0,1,0,0,0,0,42.6,0,0,0,1,0,42.9,Medium
INC-SIM-1388,1,0,3,0,0,1,0,103.15,0,0,0,0,1,71.4,High
INC-SIM-1389,1,0,1,0,0,0,0,17.34,0,0,0,1,0,31.1,Low
INC-SIM-1390,3,1,2,1,1,0,0,164.39,0,0,1,1,0,99.9,Critical
INC-SIM-1391,1,1,1,0,0,0,0,1762.31,1,0,0,0,0,57.3,Medium
INC-SIM-1392,3,0,2,0,0,1,1,78.42,1,1,0,0,1,99.9,Critical
INC-SIM-1393,1,0,2,1,1,1,0,264.88,0,0,0,1,0,74.5,High
INC-SIM-1394,2,0,0,1,0,0,0,28.35,0,0,0,0,0,33.5,Low
INC-SIM-1395,1,1,1,0,0,0,0,955.71,0,0,0,0,0,41.6,Medium
INC-SIM-1396,1,0,2,1,1,0,0,46.36,1,1,0,0,0,70.0,High
INC-SIM-1397,1,0,0,1,0,0,0,30.58,0,0,0,0,0,25.4,Low
INC-SIM-1398,2,0,2,0,1,0,0,19.78,0,0,0,0,0,41.1,Medium
INC-SIM-1399,2,0,0,0,0,1,0,274.49,0,0,0,0,0,47.7,Medium
INC-SIM-1400,2,1,0,1,1,0,0,266.84,0,0,0,0,0,62.3,Medium
INC-SIM-1401,1,0,0,0,1,0,0,35.92,0,0,0,0,0,18.4,Low
INC-SIM-1402,1,1,1,1,0,0,0,1216.65,0,0,0,0,0,56.5,Medium
INC-SIM-1403,1,1,1,0,1,0,0,62.53,0,0,0,1,0,45.9,Medium
INC-SIM-1404,2,0,2,0,0,0,0,20.51,0,0,0,1,0,47.5,Medium
INC-SIM-1405,2,1,1,1,0,0,0,18.71,1,0,1,0,1,99.9,Critical
INC-SIM-1406,1,1,1,0,0,0,0,303.79,0,0,1,0,0,53.8,Medium
INC-SIM-1407,1,0,0,0,0,0,0,6.73,0,0,0,0,0,8.3,Low
INC-SIM-1408,2,0,2,0,1,0,0,34.43,1,1,0,1,0,81.7,High
INC-SIM-1409,2,1,0,0,0,0,0,339.13,0,0,0,1,1,76.9,High
INC-SIM-1410,2,0,2,1,1,0,0,16.69,0,0,0,1,0,64.2,Medium
INC-SIM-1411,1,0,2,0,0,0,0,0.31,0,0,0,0,0,23.5,Low
INC-SIM-1412,1,0,0,0,1,0,0,32.28,0,0,0,1,0,29.9,Low
INC-SIM-1413,2,0,2,0,1,1,0,645.43,0,0,0,0,0,66.7,High
INC-SIM-1414,3,0,3,0,0,1,0,923.87,0,0,0,0,0,77.1,High
INC-SIM-1415,3,1,2,0,0,0,0,135.67,0,0,1,0,0,84.7,High
INC-SIM-1416,2,1,1,0,0,0,0,1286.13,0,0,0,1,0,69.7,High
INC-SIM-1417,3,1,3,0,0,0,0,625.32,0,0,0,1,0,83.4,High
INC-SIM-1418,2,0,1,0,0,0,0,15.61,1,0,0,0,0,41.6,Medium
INC-SIM-1419,1,0,0,0,0,0,0,31.15,0,0,0,0,0,11.7,Low
INC-SIM-1420,2,0,0,0,0,0,0,22.18,0,0,0,0,0,25.5,Low
INC-SIM-1421,1,0,1,0,0,0,0,41.81,0,0,0,1,0,30.0,Low
INC-SIM-1422,2,0,3,1,0,0,0,40.64,1,0,0,0,0,60.8,Medium
INC-SIM-1423,2,0,0,0,1,0,0,45.64,0,0,0,1,0,43.7,Medium
INC-SIM-1424,2,0,1,0,0,0,0,38.4,0,0,0,0,0,25.4,Low
INC-SIM-1425,3,1,0,0,1,0,0,266.74,0,0,0,1,0,68.2,High
INC-SIM-1426,2,1,1,1,0,0,0,40.55,1,0,0,0,0,70.3,High
INC-SIM-1427,2,1,0,1,0,0,0,737.77,0,0,0,1,0,67.5,High
INC-SIM-1428,3,1,0,0,0,0,0,431.29,0,0,0,0,0,49.5,Medium
INC-SIM-1429,3,0,3,0,1,0,0,4.46,0,0,0,1,0,73.5,High
INC-SIM-1430,1,0,0,1,1,0,0,43.06,1,0,0,1,0,53.9,Medium
INC-SIM-1431,1,0,0,0,1,0,0,9.41,0,0,0,1,0,35.0,Low
INC-SIM-1432,2,0,0,0,1,0,0,21.84,1,0,0,1,0,61.3,Medium
INC-SIM-1433,2,1,1,0,0,0,0,298.96,0,0,0,1,0,58.0,Medium
INC-SIM-1434,2,0,1,0,1,0,0,35.24,0,0,0,0,0,36.8,Low
INC-SIM-1435,1,1,3,1,1,0,0,1103.25,0,0,0,1,1,99.9,Critical
INC-SIM-1436,2,0,0,0,1,0,0,25.63,0,0,0,1,0,43.9,Medium
INC-SIM-1437,3,1,0,0,1,0,0,414.72,0,0,0,0,0,66.7,High
INC-SIM-1438,2,0,0,0,1,0,0,6.63,0,0,0,1,0,41.8,Medium
INC-SIM-1439,1,0,1,0,0,1,0,603.28,0,0,0,1,0,51.5,Medium
INC-SIM-1440,1,1,0,0,1,0,0,290.07,0,0,0,1,0,47.8,Medium
INC-SIM-1441,2,1,0,0,0,0,0,698.03,0,0,0,1,0,58.1,Medium
INC-SIM-1442,1,1,1,0,1,0,0,1248.77,0,0,1,0,0,74.5,High
INC-SIM-1443,3,0,0,0,1,0,0,38.66,0,0,0,1,0,55.2,Medium
INC-SIM-1444,2,0,1,0,1,0,0,4.88,0,0,0,0,0,40.2,Medium
INC-SIM-1445,1,0,0,0,1,0,0,41.77,1,0,0,1,0,43.2,Medium
INC-SIM-1446,2,1,1,1,1,0,0,314.58,1,0,1,0,0,94.1,Critical
INC-SIM-1447,3,1,0,0,0,0,0,202.22,0,0,1,0,0,64.3,Medium
INC-SIM-1448,2,0,1,0,1,0,0,32.17,1,0,0,0,0,50.6,Medium
INC-SIM-1449,2,0,1,1,0,0,0,46.64,0,0,0,0,0,43.2,Medium
INC-SIM-1450,2,1,1,0,1,0,0,388.4,0,0,1,1,0,82.0,High
INC-SIM-1451,2,1,0,0,0,0,1,47.52,0,0,1,0,0,71.8,High
INC-SIM-1452,1,0,0,0,1,1,0,222.57,0,0,0,1,0,46.6,Medium
INC-SIM-1453,1,0,2,0,0,0,0,27.03,0,0,0,0,0,16.4,Low
INC-SIM-1454,1,0,2,0,0,1,0,306.59,0,0,0,1,0,57.7,Medium
INC-SIM-1455,2,1,0,0,1,0,1,23.44,0,0,0,0,0,59.7,Medium
INC-SIM-1456,2,0,1,1,0,0,0,39.96,0,0,0,1,0,54.6,Medium
INC-SIM-1457,3,1,1,0,1,0,0,905.25,1,0,0,0,0,86.7,Critical
INC-SIM-1458,2,0,1,1,0,0,0,42.37,0,0,0,1,0,52.4,Medium
INC-SIM-1459,2,0,0,0,1,1,0,823.6,1,0,0,0,0,67.7,High
INC-SIM-1460,3,1,0,0,0,1,0,762.97,0,0,0,0,0,75.3,High
INC-SIM-1461,2,0,0,1,0,0,0,38.52,0,0,0,0,0,35.5,Low
INC-SIM-1462,3,0,0,0,0,0,0,14.25,0,0,0,0,0,32.5,Low
INC-SIM-1463,2,0,2,1,0,0,0,24.25,0,0,0,1,0,54.4,Medium
INC-SIM-1464,1,1,0,1,0,0,0,1019.67,0,0,0,0,0,45.0,Medium
INC-SIM-1465,3,0,3,0,0,0,0,35.99,0,0,0,1,0,67.0,High
INC-SIM-1466,1,0,2,0,0,0,0,44.32,0,0,0,1,0,37.2,Low
INC-SIM-1467,2,0,3,1,0,1,0,2720.44,0,0,0,1,0,99.5,Critical
INC-SIM-1468,1,0,1,1,0,0,0,28.69,0,0,0,1,0,34.2,Low
INC-SIM-1469,2,1,0,0,0,0,0,301.14,0,0,0,0,0,42.3,Medium
INC-SIM-1470,1,1,0,0,0,0,1,687.75,0,0,0,1,0,57.5,Medium
INC-SIM-1471,2,1,0,0,0,1,0,1119.5,0,0,0,0,0,70.1,High
INC-SIM-1472,2,1,0,1,1,0,1,561.43,1,0,0,1,0,97.6,Critical
INC-SIM-1473,1,0,0,1,0,1,0,60.27,0,0,0,1,0,52.3,Medium
INC-SIM-1474,2,0,0,0,1,0,0,3.17,0,0,0,0,0,31.6,Low
INC-SIM-1475,1,1,1,0,0,0,0,1453.54,1,1,0,1,0,89.2,Critical
INC-SIM-1476,1,1,0,0,1,0,1,367.7,0,0,0,1,0,65.3,High
INC-SIM-1477,1,0,1,0,0,0,0,43.59,0,0,0,1,0,26.5,Low
INC-SIM-1478,2,0,1,0,1,0,0,15.2,0,0,0,1,0,49.4,Medium
INC-SIM-1479,1,0,3,1,0,0,0,22.8,0,0,0,1,0,48.8,Medium
INC-SIM-1480,3,1,1,0,0,0,0,67.61,0,0,0,0,0,63.2,Medium
INC-SIM-1481,1,0,0,0,0,0,0,46.02,0,0,0,0,0,10.3,Low
INC-SIM-1482,1,1,3,0,1,0,0,1441.29,1,0,0,0,0,79.0,High
INC-SIM-1483,2,1,2,1,0,0,0,256.77,1,0,0,0,0,73.0,High
INC-SIM-1484,3,0,0,0,0,0,0,4.37,0,0,0,0,0,35.2,Low
INC-SIM-1485,2,1,3,0,0,1,0,233.27,0,0,0,1,0,89.8,Critical
INC-SIM-1486,2,1,2,0,1,1,0,1133.75,0,0,0,0,0,89.4,Critical
INC-SIM-1487,2,1,3,0,1,0,0,263.36,1,0,0,1,0,89.7,Critical
INC-SIM-1488,1,0,0,1,1,0,0,27.96,0,0,0,0,0,31.5,Low
INC-SIM-1489,1,1,2,0,1,1,0,338.53,0,0,0,0,0,68.3,High
INC-SIM-1490,2,0,1,1,0,0,0,34.71,0,0,0,0,0,40.3,Medium
INC-SIM-1491,3,0,0,0,1,0,0,8.17,0,0,0,0,0,42.8,Medium
INC-SIM-1492,2,1,1,1,0,0,0,392.32,1,0,0,0,0,71.5,High
INC-SIM-1493,2,0,1,1,0,0,0,18.65,0,0,0,0,0,41.3,Medium
INC-SIM-1494,1,0,2,0,1,0,0,26.6,0,0,0,1,0,43.1,Medium
INC-SIM-1495,2,0,2,1,0,0,0,18.13,1,1,0,1,0,84.0,High
INC-SIM-1496,3,0,2,0,0,0,0,6.51,0,0,0,1,0,57.5,Medium
INC-SIM-1497,1,1,2,0,0,0,0,30.55,0,0,0,0,0,38.4,Low
INC-SIM-1498,3,0,3,0,0,0,0,42.29,1,1,0,0,0,78.1,High
INC-SIM-1499,2,0,1,0,0,0,0,10.85,0,0,0,0,0,23.6,Low
INC-SIM-1500,1,0,1,1,0,0,0,21.98,1,0,0,0,0,38.7,Low
INC-SIM-1501,1,0,0,1,0,0,0,6.8,1,0,0,0,0,33.5,Low
INC-SIM-1502,1,1,0,1,0,0,0,966.77,0,0,0,1,0,56.8,Medium
INC-SIM-1503,2,0,3,0,0,0,0,32.93,0,0,0,0,0,41.4,Medium
INC-SIM-1504,3,1,0,1,0,0,1,65.49,1,0,0,1,0,97.0,Critical
INC-SIM-1505,1,1,1,0,0,0,0,331.34,0,0,0,0,0,31.8,Low
INC-SIM-1506,1,0,0,0,1,1,0,568.48,0,0,0,1,0,53.7,Medium
INC-SIM-1507,1,1,2,1,0,0,0,151.68,0,0,1,0,1,95.1,Critical
INC-SIM-1508,3,0,0,0,0,0,0,27.83,1,0,0,1,0,58.8,Medium
INC-SIM-1509,1,1,1,0,1,0,0,424.56,0,0,1,0,0,55.6,Medium
INC-SIM-1510,2,0,3,0,0,0,0,41.85,0,0,0,1,0,52.6,Medium
INC-SIM-1511,3,0,0,0,0,0,0,33.06,0,0,0,1,0,47.1,Medium
INC-SIM-1512,1,0,0,0,0,1,0,1158.39,0,0,0,1,0,51.1,Medium
INC-SIM-1513,3,0,0,0,1,0,0,33.76,0,0,0,0,0,42.5,Medium
INC-SIM-1514,1,0,1,1,1,1,0,169.39,0,0,0,1,0,68.6,High
INC-SIM-1515,1,1,0,1,0,0,0,807.69,0,0,0,1,0,52.6,Medium
INC-SIM-1516,2,0,0,0,0,0,0,38.17,0,0,0,0,0,28.7,Low
INC-SIM-1517,3,0,0,1,1,0,0,46.86,0,0,0,1,0,61.5,Medium
INC-SIM-1518,2,0,0,0,0,0,0,15.01,0,0,0,0,0,25.5,Low
INC-SIM-1519,1,0,1,1,0,0,0,30.06,0,0,0,0,0,28.4,Low
INC-SIM-1520,2,0,1,0,0,0,0,6.82,0,0,0,1,0,44.8,Medium
INC-SIM-1521,1,1,3,0,0,1,0,460.15,1,1,0,0,0,99.7,Critical
INC-SIM-1522,2,0,0,1,1,0,0,41.45,1,1,0,1,0,83.6,High
INC-SIM-1523,1,1,0,0,0,0,0,274.84,0,0,0,1,0,38.7,Low
INC-SIM-1524,2,0,3,0,0,0,0,48.17,1,1,0,1,0,83.8,High
INC-SIM-1525,1,1,1,1,1,1,0,777.48,0,0,0,0,1,97.8,Critical
INC-SIM-1526,1,1,2,0,1,0,1,147.54,0,0,1,0,0,83.9,High
INC-SIM-1527,3,1,1,1,1,0,0,1006.62,1,1,0,0,0,99.9,Critical
INC-SIM-1528,3,1,1,0,0,0,0,669.3,0,0,0,0,0,57.7,Medium
INC-SIM-1529,2,1,0,0,0,0,0,85.88,0,0,1,1,0,69.0,High
INC-SIM-1530,2,0,1,1,0,0,0,41.34,1,0,0,0,0,49.3,Medium
INC-SIM-1531,3,1,2,0,1,1,0,492.59,1,1,0,1,0,99.9,Critical
INC-SIM-1532,1,0,0,1,0,0,0,21.76,1,0,0,1,0,45.8,Medium
INC-SIM-1533,2,0,2,1,0,0,0,6.51,1,0,0,1,0,66.9,High
INC-SIM-1534,2,0,0,0,0,1,0,576.43,0,0,0,0,0,45.4,Medium
INC-SIM-1535,1,1,1,1,1,0,0,50.06,0,0,0,0,0,56.4,Medium
INC-SIM-1536,3,0,2,0,0,0,0,15.13,0,0,0,0,1,73.0,High
INC-SIM-1537,2,0,0,0,1,1,0,190.86,0,0,0,0,0,53.2,Medium
INC-SIM-1538,3,1,2,1,0,1,0,716.83,0,0,0,1,0,99.9,Critical
INC-SIM-1539,3,1,0,1,1,0,0,80.45,0,0,0,0,0,61.3,Medium
INC-SIM-1540,3,0,0,1,0,0,0,42.29,1,0,0,0,0,61.6,Medium
INC-SIM-1541,1,0,1,0,1,0,0,29.18,1,0,0,0,0,42.1,Medium
INC-SIM-1542,2,1,0,0,1,0,0,1510.22,1,0,0,1,0,85.1,Critical
INC-SIM-1543,2,1,1,0,1,0,1,196.46,0,0,0,1,0,79.2,High
INC-SIM-1544,2,0,0,0,1,0,0,19.94,0,0,0,1,0,43.0,Medium
INC-SIM-1545,1,1,0,1,0,0,0,64.26,0,0,0,1,0,46.1,Medium
INC-SIM-1546,2,1,1,0,1,0,0,275.02,1,0,0,0,0,65.5,High
INC-SIM-1547,1,0,1,0,1,0,0,24.77,0,0,0,0,0,21.2,Low
INC-SIM-1548,2,0,0,1,1,0,0,14.77,0,0,0,0,0,44.2,Medium
INC-SIM-1549,1,0,0,0,0,0,0,12.74,0,0,0,0,0,11.3,Low
INC-SIM-1550,1,0,0,1,0,0,0,22.75,0,0,0,1,0,30.9,Low
INC-SIM-1551,3,1,0,0,1,0,1,56.21,0,0,0,0,0,69.8,High
INC-SIM-1552,3,1,1,0,0,1,0,560.13,0,0,0,0,0,80.2,High
INC-SIM-1553,1,0,0,1,1,0,0,32.43,0,0,0,0,0,30.7,Low
INC-SIM-1554,1,0,1,0,0,0,0,35.13,1,0,0,1,0,38.8,Low
INC-SIM-1555,1,0,2,0,0,0,0,35.65,1,0,0,1,0,44.4,Medium
INC-SIM-1556,2,0,1,0,1,1,0,626.39,0,0,0,0,0,61.6,Medium
INC-SIM-1557,1,1,1,0,0,1,0,597.86,0,0,0,0,0,56.2,Medium
INC-SIM-1558,3,0,1,1,1,0,0,14.67,0,0,0,1,0,71.9,High
INC-SIM-1559,2,1,2,1,1,0,0,691.66,0,0,0,0,0,77.0,High
INC-SIM-1560,3,0,0,0,0,1,0,86.35,1,1,0,0,0,84.4,High
INC-SIM-1561,2,0,0,0,0,0,0,2.33,1,0,0,0,0,32.3,Low
INC-SIM-1562,2,1,1,0,1,0,0,471.54,1,1,1,0,0,99.9,Critical
INC-SIM-1563,2,1,3,0,0,0,0,659.41,0,0,0,0,0,64.2,Medium
INC-SIM-1564,2,1,0,1,0,0,0,232.96,1,0,0,0,0,60.1,Medium
INC-SIM-1565,2,0,2,0,0,0,0,42.62,1,0,0,0,0,52.9,Medium
INC-SIM-1566,3,0,0,1,0,0,0,37.96,0,0,0,1,0,56.7,Medium
INC-SIM-1567,1,1,2,0,0,0,0,571.08,0,0,0,1,0,55.7,Medium
INC-SIM-1568,2,1,2,0,0,0,0,527.83,0,0,1,1,0,83.4,High
INC-SIM-1569,1,0,0,0,1,0,0,6.3,1,0,0,0,0,27.9,Low
INC-SIM-1570,1,0,2,0,0,0,0,36.33,1,0,0,0,0,35.8,Low
INC-SIM-1571,2,0,0,0,0,0,0,36.84,0,0,0,1,0,37.6,Low
INC-SIM-1572,3,1,1,0,0,0,0,627.38,0,0,0,0,0,62.1,Medium
INC-SIM-1573,1,0,2,0,0,0,0,41.42,0,0,0,0,0,21.7,Low
INC-SIM-1574,1,0,1,0,0,0,0,24.94,0,0,0,0,1,43.7,Medium
INC-SIM-1575,2,1,2,0,0,0,0,609.58,1,0,0,0,0,70.3,High
INC-SIM-1576,3,1,1,0,0,0,0,232.18,1,0,0,1,0,79.5,High
INC-SIM-1577,2,0,2,1,0,1,0,65.24,0,0,0,1,0,71.8,High
INC-SIM-1578,3,1,1,1,0,0,0,308.96,0,0,0,1,0,77.7,High
INC-SIM-1579,2,1,1,0,0,0,1,1103.83,0,0,0,1,0,76.0,High
INC-SIM-1580,2,0,0,0,0,0,0,28.84,0,0,0,0,0,22.3,Low
INC-SIM-1581,2,1,0,1,0,0,0,140.71,0,0,1,0,0,65.4,High
INC-SIM-1582,1,1,0,0,0,1,0,148.65,0,0,0,0,0,43.9,Medium
INC-SIM-1583,1,0,0,0,0,0,0,16.26,0,0,0,0,0,11.1,Low
INC-SIM-1584,1,0,2,0,0,0,0,29.3,0,0,0,1,0,36.6,Low
INC-SIM-1585,1,0,1,0,0,0,0,11.69,1,0,0,1,0,40.2,Medium
INC-SIM-1586,2,0,1,0,0,0,0,48.4,0,0,0,1,0,43.7,Medium
INC-SIM-1587,2,0,3,0,0,0,0,41.47,0,0,0,1,0,55.0,Medium
INC-SIM-1588,2,1,0,0,0,0,0,23.28,0,0,0,0,0,37.1,Low
INC-SIM-1589,1,0,1,0,0,0,0,47.87,0,0,0,1,0,28.2,Low
INC-SIM-1590,2,0,3,0,0,0,0,0.79,0,0,0,1,0,56.2,Medium
INC-SIM-1591,2,1,1,0,1,0,0,386.24,1,0,0,0,0,66.1,High
INC-SIM-1592,1,1,2,0,0,0,0,4.23,0,0,1,0,0,52.8,Medium
INC-SIM-1593,1,0,3,0,0,0,0,15.16,0,0,0,0,0,28.8,Low
INC-SIM-1594,3,1,0,0,1,0,1,420.94,0,0,0,1,0,88.7,Critical
INC-SIM-1595,2,0,0,0,0,0,0,28.5,0,0,0,0,0,25.6,Low
INC-SIM-1596,3,1,1,0,0,0,1,512.17,1,0,1,0,1,99.9,Critical
INC-SIM-1597,1,1,1,0,1,1,0,162.82,0,0,0,0,0,62.5,Medium
INC-SIM-1598,1,1,3,0,0,0,0,186.12,0,0,0,0,0,47.5,Medium
INC-SIM-1599,2,1,0,0,0,0,0,27.99,0,0,0,1,0,45.2,Medium
INC-SIM-1600,2,0,0,0,0,0,0,42.38,0,0,0,0,0,21.5,Low
